Year,Flag,Gear,Species,Catch
2003,OTR,LL,MZZ,15
2003,OTR,LL,SFA,86
2003,OTR,LL,SKH,1764
2003,OTR,LL,SKJ,33
2003,OTR,LL,SWO,641
2003,OTR,LL,TUN,24
2003,OTR,LL,YFT,1472
2003,OTR,PS,ALB,2
2003,OTR,PS,BET,10390
2003,OTR,PS,BIL,3
2003,OTR,PS,BKJ,0
2003,OTR,PS,BLM,7
2003,OTR,PS,BUM,32
2003,OTR,PS,CGX,1
2003,OTR,PS,DOX,90
2003,OTR,PS,MLS,2
2003,OTR,PS,MZZ,49
2003,OTR,PS,SFA,2
2003,OTR,PS,SKH,3
2003,OTR,PS,SKJ,41895
2003,OTR,PS,SRX,0
2003,OTR,PS,SSP,0
2003,OTR,PS,SWO,0
2003,OTR,PS,TUN,8
2003,OTR,PS,YFT,27710
2003,PAN,PS,BET,6222
2003,PAN,PS,BIL,0
2003,PAN,PS,BKJ,3
2003,PAN,PS,BLM,8
2003,PAN,PS,BUM,6
2003,PAN,PS,CGX,1
2003,PAN,PS,DOX,23
2003,PAN,PS,MLS,0
2003,PAN,PS,MZZ,13
2003,PAN,PS,SFA,1
2003,PAN,PS,SKH,4
2003,PAN,PS,SKJ,25084
2003,PAN,PS,SRX,0
2003,PAN,PS,SSP,0
2003,PAN,PS,SWO,1
2003,PAN,PS,TUN,10
2003,PAN,PS,YFT,16591
2003,PER,UNK,BKJ,117
2003,PER,UNK,DOX,129
2003,PER,UNK,MLS,6
2003,PER,UNK,SFA,0
2003,PER,UNK,SKJ,2575
2003,PER,UNK,SWO,26
2003,PER,UNK,TUN,750
2003,PER,UNK,YFT,806
2003,TWN,LL,ALB,12663
2003,TWN,LL,BET,12016
2003,TWN,LL,BLM,18
2003,TWN,LL,BUM,555
2003,TWN,LL,MLS,530
2003,TWN,LL,SKJ,172
2003,TWN,LL,SWO,1873
2003,TWN,LL,YFT,3477
2003,UNK,LTL,ALB,251
2003,USA,GN,ALB,16
2003,USA,GN,BET,6
2003,USA,GN,BZX,1
2003,USA,GN,PBF,14
2003,USA,GN,SKH,368
2003,USA,GN,SKJ,9
2003,USA,GN,SWO,216
2003,USA,HAR,SWO,107
2003,USA,LL,ALB,24
2003,USA,LL,BET,232
2003,USA,LL,BUM,6
2003,USA,LL,DOX,11
2003,USA,LL,MLS,10
2003,USA,LL,MZZ,4
2003,USA,LL,SKH,4
2003,USA,LL,SKJ,1
2003,USA,LL,SSP,2
2003,USA,LL,SWO,685
2003,USA,LL,YFT,5
2003,USA,LP,ALB,59
2003,USA,LP,BZX,1
2003,USA,LP,PBF,3
2003,USA,LP,SKJ,1
2003,USA,LP,SWO,1
2003,USA,LP,YFT,2
2003,USA,LTL,ALB,11622
2003,USA,PS,ALB,3
2003,USA,PS,BET,1350
2003,USA,PS,BIL,0
2003,USA,PS,BKJ,163
2003,USA,PS,BLM,0
2003,USA,PS,BUM,1
2003,USA,PS,CGX,0
2003,USA,PS,DOX,9
2003,USA,PS,MLS,0
2003,USA,PS,MZZ,7
2003,USA,PS,PBF,22
2003,USA,PS,SFA,0
2003,USA,PS,SKH,0
2003,USA,PS,SKJ,5445
2003,USA,PS,SRX,0
2003,USA,PS,TUN,25
2003,USA,PS,YFT,3601
2003,USA,RG,ALB,2212
2003,USA,RG,BET,1
2003,USA,RG,PBF,355
2003,USA,RG,SKJ,100
2003,USA,RG,YFT,266
2003,USA,UNK,SWO,0
2003,VEN,PS,BET,424
2003,VEN,PS,BIL,2
2003,VEN,PS,BLM,12
2003,VEN,PS,BUM,3
2003,VEN,PS,CGX,2
2003,VEN,PS,DOX,25
2003,VEN,PS,MLS,3
2003,VEN,PS,MZZ,4
2003,VEN,PS,SFA,10
2003,VEN,PS,SKH,25
2003,VEN,PS,SKJ,6143
2003,VEN,PS,SRX,3
2003,VEN,PS,SWO,1
2003,VEN,PS,YFT,96914
2003,VUT,LL,ALB,4133
2003,VUT,LL,BET,1258
2003,VUT,LL,BUM,17
2003,VUT,LL,MLS,10
2003,VUT,LL,SKH,1
2003,VUT,LL,SWO,16
2003,VUT,LL,YFT,699
2003,VUT,PS,BET,3500
2003,VUT,PS,BIL,0
2003,VUT,PS,BKJ,13
2003,VUT,PS,BLM,9
2003,VUT,PS,BUM,10
2003,VUT,PS,CGX,0
2003,VUT,PS,DOX,45
2003,VUT,PS,MLS,2
2003,VUT,PS,MZZ,17
2003,VUT,PS,SFA,7
2003,VUT,PS,SKH,3
2003,VUT,PS,SKJ,14112
2003,VUT,PS,SRX,0
2003,VUT,PS,SWO,0
2003,VUT,PS,TUN,0
2003,VUT,PS,YFT,9334
2004,BLZ,LL,ALB,296
2004,BLZ,LL,BET,120
2004,BLZ,LL,BIL,572
2004,BLZ,LL,DOX,38
2004,BLZ,LL,SFA,48
2004,BLZ,LL,SKH,3158
2004,BLZ,LL,SKJ,26
2004,BLZ,LL,SWO,158
2004,BLZ,LL,YFT,190
2004,CAN,LTL,ALB,7676
2004,CHL,GN,SWO,1697
2004,CHL,HAR,SWO,9
2004,CHL,LHP,SWO,2
2004,CHL,LL,ALB,8
2004,CHL,LL,BET,9
2004,CHL,LL,BKJ,27
2004,CHL,LL,BZX,8
2004,CHL,LL,DOX,594
2004,CHL,LL,SWO,1564
2004,CHL,LL,YFT,86
2004,CHL,LTL,SWO,2
2004,CHN,LL,ALB,590
2004,CHN,LL,BET,2645
2004,CHN,LL,BIL,326
2004,CHN,LL,SWO,527
2004,CHN,LL,YFT,798
2004,CRI,LL,BET,21
2004,CRI,LL,BUM,416
2004,CRI,LL,DOX,2320
2004,CRI,LL,MLS,234
2004,CRI,LL,SFA,1244
2004,CRI,LL,SKH,2026
2004,CRI,LL,SWO,179
2004,CRI,LL,YFT,1701
2004,ECU,LL,BET,312
2004,ECU,PS,BET,30817
2004,ECU,PS,BIL,1
2004,ECU,PS,BKJ,97
2004,ECU,PS,BLM,20
2004,ECU,PS,BUM,65
2004,ECU,PS,BZX,7
2004,ECU,PS,CGX,6
2004,ECU,PS,DOX,430
2004,ECU,PS,MLS,7
2004,ECU,PS,MZZ,194
2004,ECU,PS,SFA,2
2004,ECU,PS,SKH,25
2004,ECU,PS,SKJ,89621
2004,ECU,PS,SRX,0
2004,ECU,PS,SSP,0
2004,ECU,PS,SWO,1
2004,ECU,PS,TUN,8
2004,ECU,PS,YFT,40886
2004,ECU,UNK,BET,185
2004,EU (ESP),LL,BET,5
2004,EU (ESP),LL,BIL,217
2004,EU (ESP),LL,MZZ,181
2004,EU (ESP),LL,SKH,3226
2004,EU (ESP),LL,SWO,5607
2004,EU (ESP),LL,TUN,318
2004,EU (ESP),PS,BET,3366
2004,EU (ESP),PS,BIL,1
2004,EU (ESP),PS,BLM,5
2004,EU (ESP),PS,BUM,17
2004,EU (ESP),PS,CGX,0
2004,EU (ESP),PS,DOX,26
2004,EU (ESP),PS,MLS,1
2004,EU (ESP),PS,MZZ,26
2004,EU (ESP),PS,SKH,0
2004,EU (ESP),PS,SKJ,8138
2004,EU (ESP),PS,SRX,0
2004,EU (ESP),PS,SSP,0
2004,EU (ESP),PS,TUN,0
2004,EU (ESP),PS,YFT,13622
2004,FRA (PYF),LL,ALB,1802
2004,FRA (PYF),LL,BET,405
2004,FRA (PYF),LL,BLM,0
2004,FRA (PYF),LL,BUM,188
2004,FRA (PYF),LL,DOX,78
2004,FRA (PYF),LL,MLS,82
2004,FRA (PYF),LL,MZZ,350
2004,FRA (PYF),LL,SFA,4
2004,FRA (PYF),LL,SKH,272
2004,FRA (PYF),LL,SKJ,56
2004,FRA (PYF),LL,SSP,9
2004,FRA (PYF),LL,SWO,63
2004,FRA (PYF),LL,YFT,767
2004,GTM,LL,BIL,0
2004,GTM,LL,DOX,16
2004,GTM,LL,SKH,248
2004,GTM,LL,SWO,0
2004,GTM,LL,TUN,0
2004,HND,PS,BET,802
2004,HND,PS,BIL,0
2004,HND,PS,BLM,2
2004,HND,PS,BUM,2
2004,HND,PS,CGX,0
2004,HND,PS,DOX,18
2004,HND,PS,MZZ,14
2004,HND,PS,SKH,1
2004,HND,PS,SKJ,1938
2004,HND,PS,SRX,0
2004,HND,PS,TUN,1
2004,HND,PS,YFT,3244
2004,JPN,LL,ALB,2264
2004,JPN,LL,BET,21236
2004,JPN,LL,BLM,34
2004,JPN,LL,BUM,1654
2004,JPN,LL,MLS,650
2004,JPN,LL,PBF,2
2004,JPN,LL,SFA,8
2004,JPN,LL,SKJ,97
2004,JPN,LL,SSP,192
2004,JPN,LL,SWO,2291
2004,JPN,LL,YFT,7338
2004,KOR,LL,ALB,783
2004,KOR,LL,BET,10729
2004,KOR,LL,BIL,219
2004,KOR,LL,BUM,1060
2004,KOR,LL,MLS,319
2004,KOR,LL,MZZ,78
2004,KOR,LL,SKJ,31
2004,KOR,LL,SWO,1060
2004,KOR,LL,YFT,2997
2004,MEX,GN,SKH,2
2004,MEX,GN,SWO,2
2004,MEX,LL,BUM,0
2004,MEX,LL,BXQ,0
2004,MEX,LL,DOX,8
2004,MEX,LL,MLS,7
2004,MEX,LL,MZZ,2
2004,MEX,LL,PBF,14
2004,MEX,LL,SKH,341
2004,MEX,LL,SWO,263
2004,MEX,LL,YFT,32
2004,MEX,LP,SKJ,528
2004,MEX,LP,YFT,1882
2004,MEX,PS,ALB,104
2004,MEX,PS,BET,0
2004,MEX,PS,BIL,0
2004,MEX,PS,BKJ,418
2004,MEX,PS,BLM,7
2004,MEX,PS,BUM,8
2004,MEX,PS,BZX,8
2004,MEX,PS,CGX,25
2004,MEX,PS,DOX,40
2004,MEX,PS,MLS,9
2004,MEX,PS,MZZ,8
2004,MEX,PS,PBF,8880
2004,MEX,PS,SFA,9
2004,MEX,PS,SKH,95
2004,MEX,PS,SKJ,24429
2004,MEX,PS,SRX,1
2004,MEX,PS,SSP,0
2004,MEX,PS,SWO,1
2004,MEX,PS,TUN,54
2004,MEX,PS,YFT,91442
2004,MEX,RG,MLS,390
2004,NIC,LL,BIL,13
2004,NIC,LL,DOX,283
2004,NIC,LL,SFA,73
2004,NIC,LL,SKH,158
2004,NIC,LL,SWO,7
2004,NIC,LL,YFT,43
2004,OTR,LL,ALB,8
2004,OTR,LL,BET,13
2004,OTR,LL,BIL,15
2004,OTR,LL,BLM,2
2004,OTR,LL,CGX,1
2004,OTR,LL,DOX,1
2004,OTR,LL,SKH,348
2004,OTR,LL,SKJ,13
2004,OTR,LL,SWO,526
2004,OTR,LL,TUN,31
2004,OTR,LL,YFT,24
2004,OTR,PS,ALB,1
2004,OTR,PS,BET,10709
2004,OTR,PS,BIL,0
2004,OTR,PS,BKJ,297
2004,OTR,PS,BLM,8
2004,OTR,PS,BUM,14
2004,OTR,PS,CGX,1
2004,OTR,PS,DOX,118
2004,OTR,PS,MLS,0
2004,OTR,PS,MZZ,32
2004,OTR,PS,SFA,0
2004,OTR,PS,SKH,1
2004,OTR,PS,SKJ,25887
2004,OTR,PS,SRX,0
2004,OTR,PS,SSP,0
2004,OTR,PS,SWO,0
2004,OTR,PS,TUN,190
2004,OTR,PS,YFT,43333
2004,PAN,LL,ALB,143
2004,PAN,LL,BET,48
2004,PAN,LL,BXQ,22
2004,PAN,LL,DOX,622
2004,PAN,LL,MZZ,11
2004,PAN,LL,SFA,23
2004,PAN,LL,SKH,1485
2004,PAN,LL,SKJ,148
2004,PAN,LL,SWO,29
2004,PAN,LL,YFT,2802
2004,PAN,PS,BET,8294
2004,PAN,PS,BIL,0
2004,PAN,PS,BKJ,25
2004,PAN,PS,BLM,11
2004,PAN,PS,BUM,20
2004,PAN,PS,CGX,1
2004,PAN,PS,DOX,101
2004,PAN,PS,MLS,1
2004,PAN,PS,MZZ,40
2004,PAN,PS,SFA,5
2004,PAN,PS,SKH,3
2004,PAN,PS,SKJ,20051
2004,PAN,PS,SRX,0
2004,PAN,PS,SSP,0
2004,PAN,PS,SWO,0
2004,PAN,PS,TUN,2
2004,PAN,PS,YFT,33563
2004,PER,UNK,BKJ,862
2004,PER,UNK,DOX,4645
2004,PER,UNK,SFA,17
2004,PER,UNK,SKJ,1098
2004,PER,UNK,SWO,19
2004,PER,UNK,TUN,258
2004,PER,UNK,YFT,291
2004,TWN,LL,ALB,9988
2004,TWN,LL,BET,7384
2004,TWN,LL,BLM,4
2004,TWN,LL,BUM,414
2004,TWN,LL,MLS,213
2004,TWN,LL,SKJ,339
2004,TWN,LL,SWO,1083
2004,TWN,LL,YFT,1824
2004,UNK,LP,ALB,126
2004,UNK,LP,BZX,1
2004,UNK,LP,SKH,9
2004,UNK,LP,SWO,37
2004,UNK,LP,YFT,2
2004,UNK,LTL,ALB,99
2004,USA,GN,ALB,12
2004,USA,GN,BZX,3
2004,USA,GN,PBF,10
2004,USA,GN,SKH,160
2004,USA,GN,SWO,182
2004,USA,GN,YFT,1
2004,USA,HAR,SKH,1
2004,USA,HAR,SWO,69
2004,USA,LL,ALB,8
2004,USA,LL,BET,149
2004,USA,LL,BUM,3
2004,USA,LL,DOX,26
2004,USA,LL,MLS,8
2004,USA,LL,MZZ,28
2004,USA,LL,SKH,3
2004,USA,LL,SKJ,3
2004,USA,LL,SSP,6
2004,USA,LL,SWO,246
2004,USA,LL,YFT,6
2004,USA,LTL,ALB,12718
2004,USA,LTL,YFT,1
2004,USA,RG,ALB,1506
2004,USA,RG,BET,9
2004,USA,RG,PBF,49
2004,USA,RG,SKJ,7
2004,USA,RG,YFT,334
2004,USA,UNK,SKH,1
2004,VEN,PS,BET,9661
2004,VEN,PS,BIL,1
2004,VEN,PS,BKJ,47
2004,VEN,PS,BLM,9
2004,VEN,PS,BUM,5
2004,VEN,PS,CGX,6
2004,VEN,PS,DOX,46
2004,VEN,PS,MLS,4
2004,VEN,PS,MZZ,10
2004,VEN,PS,SFA,3
2004,VEN,PS,SKH,28
2004,VEN,PS,SKJ,23356
2004,VEN,PS,SRX,1
2004,VEN,PS,SSP,0
2004,VEN,PS,SWO,0
2004,VEN,PS,TUN,1
2004,VEN,PS,YFT,39094
2004,VUT,LL,ALB,2554
2004,VUT,LL,BET,407
2004,VUT,LL,BLM,1
2004,VUT,LL,BUM,47
2004,VUT,LL,MLS,35
2004,VUT,LL,MZZ,21
2004,VUT,LL,SKH,7
2004,VUT,LL,SWO,65
2004,VUT,LL,YFT,171
2004,VUT,PS,BET,1822
2004,VUT,PS,BIL,0
2004,VUT,PS,BLM,1
2004,VUT,PS,BUM,10
2004,VUT,PS,CGX,0
2004,VUT,PS,DOX,31
2004,VUT,PS,MLS,0
2004,VUT,PS,MZZ,11
2004,VUT,PS,SKH,0
2004,VUT,PS,SKJ,4404
2004,VUT,PS,SRX,0
2004,VUT,PS,SWO,0
2004,VUT,PS,TUN,0
2004,VUT,PS,YFT,7371
2005,BLZ,LL,ALB,46
2005,BLZ,LL,BET,112
2005,BLZ,LL,BIL,384
2005,BLZ,LL,SFA,16
2005,BLZ,LL,SKH,2825
2005,BLZ,LL,SKJ,16
2005,BLZ,LL,SWO,173
2005,BLZ,LL,YFT,164
2005,CAN,LTL,ALB,4818
2005,CHL,GN,SWO,1987
2005,CHL,HAR,SWO,19
2005,CHL,LHP,SWO,27
2005,CHL,LL,SWO,1946
2005,CHL,LTL,SWO,2
2005,CHL,OTR,SWO,0
2005,CHL,UNK,ALB,7
2005,CHL,UNK,BET,24
2005,CHL,UNK,BKJ,22
2005,CHL,UNK,BZX,11
2005,CHL,UNK,DOX,383
2005,CHL,UNK,YFT,110
2005,CHN,LL,ALB,895
2005,CHN,LL,BET,2104
2005,CHN,LL,BIL,221
2005,CHN,LL,SWO,368
2005,CHN,LL,YFT,682
2005,CRI,LL,BET,23
2005,CRI,LL,BUM,820
2005,CRI,LL,DOX,3161
2005,CRI,LL,MLS,328
2005,CRI,LL,SFA,767
2005,CRI,LL,SKH,2192
2005,CRI,LL,SWO,191
2005,CRI,LL,YFT,1791
2005,ECU,LL,BET,39
2005,ECU,PS,BET,30507
2005,ECU,PS,BIL,2
2005,ECU,PS,BKJ,141
2005,ECU,PS,BLM,44
2005,ECU,PS,BUM,102
2005,ECU,PS,BZX,40
2005,ECU,PS,CGX,8
2005,ECU,PS,DOX,532
2005,ECU,PS,MLS,11
2005,ECU,PS,MZZ,299
2005,ECU,PS,SFA,0
2005,ECU,PS,SKH,26
2005,ECU,PS,SKJ,140927
2005,ECU,PS,SRX,1
2005,ECU,PS,SSP,0
2005,ECU,PS,SWO,1
2005,ECU,PS,TUN,28
2005,ECU,PS,YFT,40596
2005,EU (ESP),LL,BIL,245
2005,EU (ESP),LL,MZZ,180
2005,EU (ESP),LL,SKH,4283
2005,EU (ESP),LL,SWO,4962
2005,EU (ESP),LL,TUN,362
2005,EU (ESP),PS,BET,3831
2005,EU (ESP),PS,BLM,6
2005,EU (ESP),PS,BUM,39
2005,EU (ESP),PS,CGX,0
2005,EU (ESP),PS,DOX,70
2005,EU (ESP),PS,MLS,1
2005,EU (ESP),PS,MZZ,39
2005,EU (ESP),PS,SFA,0
2005,EU (ESP),PS,SKH,1
2005,EU (ESP),PS,SKJ,9224
2005,EU (ESP),PS,SRX,0
2005,EU (ESP),PS,SSP,0
2005,EU (ESP),PS,YFT,11947
2005,FRA (PYF),LL,ALB,1572
2005,FRA (PYF),LL,BET,398
2005,FRA (PYF),LL,BLM,0
2005,FRA (PYF),LL,BUM,156
2005,FRA (PYF),LL,DOX,49
2005,FRA (PYF),LL,MLS,53
2005,FRA (PYF),LL,MZZ,214
2005,FRA (PYF),LL,SFA,2
2005,FRA (PYF),LL,SKH,156
2005,FRA (PYF),LL,SKJ,14
2005,FRA (PYF),LL,SSP,6
2005,FRA (PYF),LL,SWO,51
2005,FRA (PYF),LL,YFT,530
2005,GTM,LL,BIL,4
2005,GTM,LL,DOX,7
2005,GTM,LL,SKH,194
2005,GTM,LL,SWO,0
2005,HND,PS,BET,1579
2005,HND,PS,BIL,0
2005,HND,PS,BKJ,0
2005,HND,PS,BLM,0
2005,HND,PS,BUM,4
2005,HND,PS,CGX,0
2005,HND,PS,DOX,10
2005,HND,PS,MZZ,7
2005,HND,PS,SFA,0
2005,HND,PS,SKH,0
2005,HND,PS,SKJ,3802
2005,HND,PS,SRX,0
2005,HND,PS,SSP,0
2005,HND,PS,TUN,0
2005,HND,PS,YFT,4924
2005,JPN,LL,ALB,2593
2005,JPN,LL,BET,19113
2005,JPN,LL,BLM,32
2005,JPN,LL,BUM,1300
2005,JPN,LL,MLS,708
2005,JPN,LL,PBF,0
2005,JPN,LL,SFA,6
2005,JPN,LL,SKJ,40
2005,JPN,LL,SSP,217
2005,JPN,LL,SWO,1756
2005,JPN,LL,YFT,3966
2005,KOR,LL,ALB,172
2005,KOR,LL,BET,11580
2005,KOR,LL,BIL,3
2005,KOR,LL,BUM,399
2005,KOR,LL,MLS,72
2005,KOR,LL,MZZ,46
2005,KOR,LL,SWO,287
2005,KOR,LL,YFT,532
2005,MEX,LP,SKJ,1299
2005,MEX,LP,YFT,1822
2005,MEX,PS,BET,0
2005,MEX,PS,BIL,1
2005,MEX,PS,BKJ,1193
2005,MEX,PS,BLM,7
2005,MEX,PS,BUM,15
2005,MEX,PS,BZX,273
2005,MEX,PS,CGX,69
2005,MEX,PS,DOX,16
2005,MEX,PS,MLS,12
2005,MEX,PS,MZZ,6
2005,MEX,PS,PBF,4542
2005,MEX,PS,SFA,13
2005,MEX,PS,SKH,102
2005,MEX,PS,SKJ,32271
2005,MEX,PS,SRX,1
2005,MEX,PS,SSP,0
2005,MEX,PS,SWO,1
2005,MEX,PS,TUN,92
2005,MEX,PS,YFT,110898
2005,MEX,RG,MLS,553
2005,NIC,LL,BIL,1
2005,NIC,LL,DOX,204
2005,NIC,LL,SFA,11
2005,NIC,LL,SKH,236
2005,NIC,LL,SWO,2
2005,NIC,LL,YFT,18
2005,NIC,PS,BET,1551
2005,NIC,PS,BIL,0
2005,NIC,PS,BKJ,0
2005,NIC,PS,BLM,6
2005,NIC,PS,BUM,3
2005,NIC,PS,CGX,0
2005,NIC,PS,DOX,6
2005,NIC,PS,MLS,1
2005,NIC,PS,MZZ,2
2005,NIC,PS,SFA,2
2005,NIC,PS,SKH,1
2005,NIC,PS,SKJ,3735
2005,NIC,PS,SRX,0
2005,NIC,PS,SSP,0
2005,NIC,PS,SWO,0
2005,NIC,PS,TUN,0
2005,NIC,PS,YFT,4838
2005,OTR,LL,BIL,1
2005,OTR,LL,BXQ,4
2005,OTR,LL,DOX,2
2005,OTR,LL,MLS,0
2005,OTR,LL,MZZ,0
2005,OTR,LL,SFA,3
2005,OTR,LL,SKH,217
2005,OTR,LL,SWO,153
2005,OTR,LL,TUN,1
2005,OTR,LL,YFT,1
2005,OTR,PS,ALB,2
2005,OTR,PS,BET,8449
2005,OTR,PS,BIL,0
2005,OTR,PS,BKJ,16
2005,OTR,PS,BLM,8
2005,OTR,PS,BUM,11
2005,OTR,PS,CGX,0
2005,OTR,PS,DOX,86
2005,OTR,PS,MLS,1
2005,OTR,PS,MZZ,36
2005,OTR,PS,PBF,201
2005,OTR,PS,SFA,0
2005,OTR,PS,SKH,2
2005,OTR,PS,SKJ,20347
2005,OTR,PS,SRX,0
2005,OTR,PS,SSP,0
2005,OTR,PS,SWO,0
2005,OTR,PS,TUN,0
2005,OTR,PS,YFT,26352
2005,PAN,LL,ALB,91
2005,PAN,LL,BET,30
2005,PAN,LL,DOX,410
2005,PAN,LL,SKH,803
2005,PAN,LL,SKJ,94
2005,PAN,LL,YFT,1782
2005,PAN,PS,BET,10707
2005,PAN,PS,BIL,1
2005,PAN,PS,BKJ,8
2005,PAN,PS,BLM,13
2005,PAN,PS,BUM,28
2005,PAN,PS,BZX,0
2005,PAN,PS,CGX,1
2005,PAN,PS,DOX,99
2005,PAN,PS,MLS,5
2005,PAN,PS,MZZ,44
2005,PAN,PS,SFA,5
2005,PAN,PS,SKH,11
2005,PAN,PS,SKJ,25782
2005,PAN,PS,SRX,1
2005,PAN,PS,SSP,0
2005,PAN,PS,SWO,0
2005,PAN,PS,TUN,8
2005,PAN,PS,YFT,33393
2005,PER,OTR,SKJ,1398
2005,PER,OTR,YFT,708
2005,PER,UNK,DOX,8284
2005,PER,UNK,SFA,15
2005,PER,UNK,SKJ,365
2005,PER,UNK,SWO,28
2005,PER,UNK,TUN,427
2005,PER,UNK,YFT,458
2005,SLV,PS,BET,2074
2005,SLV,PS,BIL,0
2005,SLV,PS,BKJ,73
2005,SLV,PS,BLM,1
2005,SLV,PS,BUM,1
2005,SLV,PS,CGX,0
2005,SLV,PS,DOX,13
2005,SLV,PS,MLS,0
2005,SLV,PS,MZZ,1
2005,SLV,PS,SFA,0
2005,SLV,PS,SKH,0
2005,SLV,PS,SKJ,4995
2005,SLV,PS,SRX,0
2005,SLV,PS,TUN,60
2005,SLV,PS,YFT,6470
2005,TWN,LL,ALB,3300
2005,TWN,LL,BET,6441
2005,TWN,LL,BIL,37
2005,TWN,LL,BLM,5
2005,TWN,LL,BUM,636
2005,TWN,LL,MLS,339
2005,TWN,LL,SKH,1189
2005,TWN,LL,SKJ,66
2005,TWN,LL,SWO,810
2005,TWN,LL,YFT,2422
2005,UNK,LTL,ALB,71
2005,USA,GN,ALB,20
2005,USA,GN,PBF,5
2005,USA,GN,SKH,216
2005,USA,GN,SWO,220
2005,USA,GN,YFT,2
2005,USA,HAR,SKH,1
2005,USA,HAR,SWO,76
2005,USA,LL,ALB,13
2005,USA,LL,BET,536
2005,USA,LL,BUM,17
2005,USA,LL,DOX,21
2005,USA,LL,MLS,21
2005,USA,LL,MZZ,118
2005,USA,LL,SKH,12
2005,USA,LL,SKJ,1
2005,USA,LL,SSP,6
2005,USA,LL,SWO,157
2005,USA,LL,YFT,7
2005,USA,LP,ALB,66
2005,USA,LP,SKH,4
2005,USA,LTL,ALB,9033
2005,USA,RG,ALB,1719
2005,USA,RG,BET,1
2005,USA,RG,PBF,72
2005,USA,RG,SKJ,17
2005,USA,RG,YFT,574
2005,USA,UNK,PBF,3
2005,USA,UNK,SKH,3
2005,USA,UNK,SWO,1
2005,VEN,PS,BET,9197
2005,VEN,PS,BIL,1
2005,VEN,PS,BKJ,41
2005,VEN,PS,BLM,11
2005,VEN,PS,BUM,6
2005,VEN,PS,CGX,2
2005,VEN,PS,DOX,31
2005,VEN,PS,MLS,7
2005,VEN,PS,MZZ,5
2005,VEN,PS,SFA,11
2005,VEN,PS,SKH,49
2005,VEN,PS,SKJ,22146
2005,VEN,PS,SRX,1
2005,VEN,PS,SWO,0
2005,VEN,PS,TUN,2
2005,VEN,PS,YFT,28684
2005,VUT,LL,ALB,668
2005,VUT,LL,BET,318
2005,VUT,LL,BLM,1
2005,VUT,LL,BUM,21
2005,VUT,LL,MLS,10
2005,VUT,LL,MZZ,77
2005,VUT,LL,SKH,10
2005,VUT,LL,SWO,25
2005,VUT,LL,YFT,51
2006,BLZ,LL,ALB,8
2006,BLZ,LL,BET,75
2006,BLZ,LL,BIL,375
2006,BLZ,LL,DOX,12
2006,BLZ,LL,SFA,26
2006,BLZ,LL,SKH,2582
2006,BLZ,LL,SKJ,13
2006,BLZ,LL,SWO,173
2006,BLZ,LL,YFT,105
2006,CAN,LTL,ALB,5833
2006,CHL,GN,SWO,1766
2006,CHL,HAR,SWO,10
2006,CHL,LHP,SWO,0
2006,CHL,LL,SWO,1259
2006,CHL,LTL,SWO,3
2006,CHL,UNK,ALB,5
2006,CHL,UNK,BET,36
2006,CHL,UNK,BZX,3
2006,CHL,UNK,DOX,517
2006,CHL,UNK,YFT,79
2006,CHN,LL,ALB,14
2006,CHN,LL,BET,709
2006,CHN,LL,BUM,12
2006,CHN,LL,MLS,3
2006,CHN,LL,MZZ,2
2006,CHN,LL,SFA,0
2006,CHN,LL,SKH,9
2006,CHN,LL,SSP,1
2006,CHN,LL,SWO,12
2006,CHN,LL,YFT,246
2006,CRI,LL,BET,18
2006,CRI,LL,BUM,536
2006,CRI,LL,DOX,2915
2006,CRI,LL,MLS,216
2006,CRI,LL,SFA,972
2006,CRI,LL,SKH,1698
2006,CRI,LL,SWO,444
2006,CRI,LL,YFT,1402
2006,ECU,LL,BET,120
2006,ECU,PS,BET,39302
2006,ECU,PS,BIL,7
2006,ECU,PS,BKJ,80
2006,ECU,PS,BLM,59
2006,ECU,PS,BUM,68
2006,ECU,PS,CGX,6
2006,ECU,PS,DOX,505
2006,ECU,PS,MLS,27
2006,ECU,PS,MZZ,323
2006,ECU,PS,SFA,1
2006,ECU,PS,SKH,19
2006,ECU,PS,SKJ,138490
2006,ECU,PS,SRX,0
2006,ECU,PS,SSP,0
2006,ECU,PS,SWO,1
2006,ECU,PS,TUN,17
2006,ECU,PS,YFT,26049
2006,EU (ESP),LL,SWO,5149
2006,EU (ESP),PS,BET,5264
2006,EU (ESP),PS,BIL,11
2006,EU (ESP),PS,BLM,7
2006,EU (ESP),PS,BUM,10
2006,EU (ESP),PS,CGX,1
2006,EU (ESP),PS,DOX,34
2006,EU (ESP),PS,MLS,2
2006,EU (ESP),PS,MZZ,28
2006,EU (ESP),PS,SFA,0
2006,EU (ESP),PS,SKH,0
2006,EU (ESP),PS,SKJ,16668
2006,EU (ESP),PS,SRX,0
2006,EU (ESP),PS,SSP,0
2006,EU (ESP),PS,YFT,8409
2006,FRA (PYF),LL,ALB,2273
2006,FRA (PYF),LL,BET,388
2006,FRA (PYF),LL,BUM,207
2006,FRA (PYF),LL,DOX,88
2006,FRA (PYF),LL,MLS,95
2006,FRA (PYF),LL,MZZ,253
2006,FRA (PYF),LL,SFA,1
2006,FRA (PYF),LL,SKH,116
2006,FRA (PYF),LL,SKJ,22
2006,FRA (PYF),LL,SSP,7
2006,FRA (PYF),LL,SWO,64
2006,FRA (PYF),LL,YFT,537
2006,FRA (PYF),UNK,ALB,114
