Year,Month,Lat,Lon,alb_c,yft_c,bet_c,mls_c,blm_c,bum_c,swo_c,oth_c
1954,12,25N,120E,0,0,0,0,0,0,0,0
1954,12,25N,125E,0,0,0,0,0,0,0,0
1954,12,25N,130E,5.239,7.006,66.347,4.236,0.102,0.643,8.57,0.494
1954,12,25N,135E,15.212,14.948,130.789,17.943,0.102,1.812,17.046,1.636
1954,12,25N,140E,48.258,10.673,28.993,22.872,0,0.643,11.932,0.242
1954,12,25N,145E,216.995,3.223,10.202,33.653,0,1.812,11.695,0.094
1954,12,25N,150E,0,0,0,0,0,0,0,0
1954,12,25N,155E,0,0,0,0,0,0,0,0
1954,12,25N,170E,0,0,0,0,0,0,0,0
1954,12,25N,170W,1.656,3.23,182.317,4.929,0,2.923,3.551,0.108
1954,12,25N,175W,4.912,1.211,150.71,4.698,0.068,3.449,1.563,0.018
1954,12,25N,180W,0,0,0,0,0,0,0,0
1954,12,25S,150E,13.005,260.341,10.525,297.952,29.542,34.661,4.214,0.22
1954,12,25S,155E,0,0,0,0,0,0,0,0
1954,12,25S,175E,0,0,0,0,0,0,0,0
1954,12,25S,175W,0,0,0,0,0,0,0,0
1954,12,30N,125E,0,0,0,61.993,6.328,0.175,2.368,0.132
1954,12,30N,130E,0,0,0,0,0,0,0,0
1954,12,30N,135E,6.843,11.618,125.688,9.934,0,0.409,5.587,0.04
1954,12,30N,140E,147.652,4.504,51.302,40.969,0,1.695,171.881,0.018
1954,12,30N,145E,80.22,4.089,14.044,23.257,0,0.585,36.081,1.211
1954,12,30N,150E,129.081,0.967,17.66,5.853,0,0.351,11.317,0.099
1954,12,30N,155E,94.06,2.211,25.215,19.715,0,1.637,15.436,0.067
1954,12,30N,160E,81.306,3.095,28.573,11.552,0,0.409,20.503,0.018
1954,12,30N,165E,173.505,2.349,86.3,18.328,0,0.994,17.33,0.241
1954,12,30N,170E,137.571,1.156,111.741,17.019,0.068,1.286,26.753,0.752
1954,12,30N,170W,7.885,0,156.424,8.163,0,0.117,12.311,0
1954,12,30N,175E,353.553,1.305,208.34,22.41,0.068,0.643,37.122,0.326
1954,12,30N,175W,24.696,0.081,145.06,9.241,0,0.117,8.192,0.018
1954,12,30N,180W,89.366,0,80.391,5.93,0,0.351,7.86,0.121
1954,12,30S,150E,0,0,0,0,0,0,0,0
1954,12,30S,155E,0,0,0,0,0,0,0,0
1954,12,30S,175E,0,0,0,0,0,0,0,0
1954,12,35N,140E,0,0,0,0,0,0,0,0
1954,12,35N,145E,0,0,0,0,0,0,0,0
1954,12,35N,150E,8.604,0,19.016,6.392,0,0,109.473,0
1954,12,35N,155E,0,0,0,0,0,0,0,0
1954,12,35N,160E,218.214,0.671,30.09,7.932,0,0.234,83.383,0.13
1954,12,35N,165E,814.153,0.783,150.355,13.554,0,0.643,531.362,0.704
1954,12,35N,170E,0,0,0,0,0,0,0,0
1954,12,35N,175E,0,0,0,0,0,0,0,0
1955,1,00N,120E,0,0,0,0,0,0,0,0
1955,1,00N,125E,0,0,0,0,0,0,0,0
1955,1,00N,130E,0,0,0,0,0,0,0,0
1955,1,00N,135E,0,0,0,0,0,0,0,0
1955,1,00N,140E,0,0,0,0,0,0,0,0
1955,1,00N,150E,0,0,0,0,0,0,0,0
1955,1,00N,160W,0,0,0,0,0,0,0,0
1955,1,00N,165E,0,0,0,0,0,0,0,0
1955,1,00N,165W,0,0,0,0,0,0,0,0
1955,1,00N,170E,0,0,0,0,0,0,0,0
1955,1,05N,110E,0,0,0,0,0,0,0,0
1955,1,05N,130E,0.188,28.026,49.307,1.309,2.538,8.768,1.989,0.422
1955,1,05N,135E,0,0,0,0,0,0,0,0
1955,1,05N,140E,0,0,0,0,0,0,0,0
1955,1,05N,145E,0,0,0,0,0,0,0,0
1955,1,05N,150E,0,0,0,0,0,0,0,0
1955,1,05N,155E,0,0,0,0,0,0,0,0
1955,1,05N,165W,0,0,0,0,0,0,0,0
1955,1,05N,170E,0,0,0,0,0,0,0,0
1955,1,05N,170W,0,0,0,0,0,0,0,0
1955,1,05N,175E,0,0,0,0,0,0,0,0
1955,1,05N,175W,0,0,0,0,0,0,0,0
1955,1,05N,180W,0,0,0,0,0,0,0,0
1955,1,05S,135E,0,0,0,0,0,0,0,0
1955,1,05S,140E,0,0,0,0,0,0,0,0
1955,1,05S,145E,0,0,0,0,0,0,0,0
1955,1,05S,150E,0,0,0,0,0,0,0,0
1955,1,05S,155E,0,0,0,0,0,0,0,0
1955,1,05S,165E,0,0,0,0,0,0,0,0
1955,1,10N,110E,0,0,0,0,0,0,0,0
1955,1,10N,115E,0,0,0,0,0,0,0,0
1955,1,10N,130E,0,0,0,0,0,0,0,0
1955,1,10N,135E,0,0,0,0,0,0,0,0
1955,1,10N,140E,0,0,0,0,0,0,0,0
1955,1,10N,170E,0,0,0,0,0,0,0,0
1955,1,10N,175E,0,0,0,0,0,0,0,0
1955,1,10N,175W,0,0,0,0,0,0,0,0
1955,1,10N,180W,0,0,0,0,0,0,0,0
1955,1,10S,145E,0,0,0,0,0,0,0,0
1955,1,10S,150E,0.982,109.216,7.284,0.308,1.455,24.666,0.426,7.807
1955,1,10S,155E,0,0,0,0,0,0,0,0
1955,1,10S,160E,0,0,0,0,0,0,0,0
1955,1,15N,125E,0,0,0,0,0,0,0,0
1955,1,15N,130E,0,0,0,0,0,0,0,0
1955,1,15N,135E,0,0,0,0,0,0,0,0
1955,1,15N,160W,0,0,0,0,0,0,0,0
1955,1,15S,140E,0,0,0,0,0,0,0,0
1955,1,15S,145E,0,0,0,0,0,0,0,0
1955,1,15S,150E,127.039,162.059,9.558,5.16,7.14,48.397,0.474,3.772
1955,1,15S,155E,59.742,72.997,4.285,2.772,3.587,25.017,0.331,0.699
1955,1,15S,160E,40.653,100.19,4.911,0.308,1.557,36.94,0,0.787
1955,1,15S,165E,35.579,155.809,6.79,0.847,1.861,45.533,0.284,1.997
1955,1,15S,170E,0,0,0,0,0,0,0,0
1955,1,15S,175E,0,0,0,0,0,0,0,0
1955,1,15S,175W,0,0,0,0,0,0,0,0
1955,1,15S,180W,0,0,0,0,0,0,0,0
1955,1,20N,120E,0,0,0,0,0,0,0,0
1955,1,20N,130E,0,0,0,0,0,0,0,0
1955,1,20N,135E,0,0,0,0,0,0,0,0
1955,1,20N,140E,0,0,0,0,0,0,0,0
1955,1,20N,150E,0,0,0,0,0,0,0,0
1955,1,20N,155E,0,0,0,0,0,0,0,0
1955,1,20N,160W,0,0,0,0,0,0,0,0
1955,1,20S,150E,71.62,118.042,5.372,33.73,5.211,38.928,1.61,1.478
1955,1,20S,155E,0,0,0,0,0,0,0,0
1955,1,20S,160E,0,0,0,0,0,0,0,0
1955,1,20S,165E,52.04,338.568,4.944,1.309,4.399,71.017,0.663,1.24
1955,1,20S,170E,52.314,49.217,1.417,5.006,1.929,34.544,0.9,1.349
1955,1,20S,170W,0,0,0,0,0,0,0,0
1955,1,20S,175E,0,0,0,0,0,0,0,0
1955,1,20S,175W,0,0,0,0,0,0,0,0
1955,1,20S,180W,0,0,0,0,0,0,0,0
1955,1,25N,120E,0,0,0,0,0,0,0,0
1955,1,25N,125E,0,0,0,0,0,0,0,0
1955,1,25N,130E,18.211,3.155,11.668,4.467,0,0.117,1.278,0.191
1955,1,25N,135E,452.022,19.762,182.99,72.235,0,0.994,45.361,0.473
1955,1,25N,140E,411.851,14.307,93.407,107.66,0.068,2.513,32.387,1.446
1955,1,25N,145E,680.852,5.805,38.035,71.388,0,1.403,34.755,2.782
1955,1,25N,150E,102.633,0.434,5.57,7.008,0,0.935,3.267,0.178
1955,1,25N,155E,0,0,0,0,0,0,0,0
1955,1,25N,160E,0,0,0,0,0,0,0,0
1955,1,25N,160W,0,0,0,0,0,0,0,0
1955,1,25N,165E,0,0,0,0,0,0,0,0
1955,1,25N,165W,0,0,0,0,0,0,0,0
1955,1,25N,170E,0,0,0,0,0,0,0,0
1955,1,25N,170W,0,0,0,0,0,0,0,0
1955,1,25N,175E,0,0,0,0,0,0,0,0
1955,1,25N,175W,40.309,0.11,103.492,5.699,0,0,8.76,0.546
1955,1,25N,180W,0,0,0,0,0,0,0,0
1955,1,25S,150E,0,0,0,0,0,0,0,0
1955,1,25S,155E,0,0,0,0,0,0,0,0
1955,1,25S,175E,0,0,0,0,0,0,0,0
1955,1,25S,175W,0,0,0,0,0,0,0,0
1955,1,25S,180W,0,0,0,0,0,0,0,0
1955,1,30N,130E,15.642,5.608,22.017,5.622,0,0.117,1.752,0
1955,1,30N,135E,106.458,42.847,181.309,55.139,0.068,0.701,24.48,0.064
1955,1,30N,140E,1319.771,24.537,497.388,77.857,0,0.175,515.547,1.554
1955,1,30N,145E,83.617,0.912,16.315,9.78,0,0.117,20.55,0.389
1955,1,30N,150E,103.31,0.193,8.339,5.083,0,0.175,2.794,6.335
1955,1,30N,155E,159.794,0.636,23.961,4.852,0,0,30.02,0.322
1955,1,30N,160E,193.912,1.492,36.354,9.78,0,0.117,58.761,0.135
1955,1,30N,160W,0,0,0,0,0,0,0,0
1955,1,30N,165E,548.108,2.498,173.036,27.801,0,0.585,49.528,0.629
1955,1,30N,165W,17.112,0.403,356.125,15.71,0,0.175,24.527,0
1955,1,30N,170E,226.233,1.119,113.578,21.717,0,0.76,52.701,1.068
1955,1,30N,170W,3.477,0.282,110.249,7.624,0,0.117,7.197,0.064
1955,1,30N,175E,204.408,0.298,72.906,20.485,0,0.76,26.185,0.813
1955,1,30N,175W,38.002,0,86.947,7.778,0,0.409,8.144,0.058
1955,1,30N,180W,101.33,0.282,46.506,5.622,0,0.409,8.286,0.52
1955,1,30S,150E,0,0,0,0,0,0,0,0
1955,1,30S,155E,0,0,0,0,0,0,0,0
1955,1,30S,160E,0,0,0,0,0,0,0,0
1955,1,30S,180W,0,0,0,0,0,0,0,0
1955,1,35N,140E,51.444,0.359,38.859,0.616,0,0,46.877,0
1955,1,35N,145E,1.53,0,30.421,0.924,0,0,64.396,1.453
1955,1,35N,150E,0,0,0,0,0,0,0,0
1955,1,35N,155E,0,0,0,0,0,0,0,0
1955,1,35N,160E,91.916,0.075,34.64,0.693,0,0,71.83,1.291
1955,1,35N,165E,123.084,0,25.379,3.157,0,0,55.305,0.888
1955,1,35S,155E,0,0,0,0,0,0,0,0
1955,2,00N,120E,0,0,0,0,0,0,0,0
1955,2,00N,125E,0,0,0,0,0,0,0,0
1955,2,00N,130E,0,0,0,0,0,0,0,0
1955,2,00N,135E,1.234,182.967,32.201,0,0.271,27.705,0.616,2.163
1955,2,00N,140E,0.045,208.971,54.976,0,0.948,37.057,0.616,3.859
1955,2,00N,145E,0,0,0,0,0,0,0,0
1955,2,00N,150E,0,0,0,0,0,0,0,0
1955,2,00N,155E,0,0,0,0,0,0,0,0
1955,2,00N,160E,0,0,0,0,0,0,0,0
1955,2,00N,170E,0,0,0,0,0,0,0,0
1955,2,05N,120E,0,0,0,0,0,0,0,0
1955,2,05N,125E,0,0,0,0,0,0,0,0
1955,2,05N,130E,0,0,0,0,0,0,0,0
1955,2,05N,135E,4.202,48.818,78.806,2.618,0.508,17.184,0.805,0.764
1955,2,05N,140E,0,0,0,0,0,0,0,0
1955,2,05N,145E,0,0,0,0,0,0,0,0
1955,2,05N,150E,0.178,47.228,78.377,12.938,0.237,22.269,0.852,0.87
1955,2,05N,155E,0,0,0,0,0,0,0,0
1955,2,05N,160E,0,0,0,0,0,0,0,0
1955,2,05N,165E,0,0,0,0,0,0,0,0
1955,2,05N,170E,0.382,41.672,95.747,1.078,0.372,47.461,0.284,0.832
1955,2,05N,170W,0,0,0,0,0,0,0,0
1955,2,05N,175E,0,0,0,0,0,0,0,0
1955,2,05N,175W,0,0,0,0,0,0,0,0
1955,2,05N,180W,0,0,0,0,0,0,0,0
1955,2,05S,140E,0,0,0,0,0,0,0,0
1955,2,05S,145E,0,0,0,0,0,0,0,0
1955,2,05S,150E,0,0,0,0,0,0,0,0
1955,2,05S,155E,0,0,0,0,0,0,0,0
1955,2,05S,160E,0,0,0,0,0,0,0,0
1955,2,05S,165E,0,0,0,0,0,0,0,0
1955,2,05S,170E,0,0,0,0,0,0,0,0
1955,2,05S,175E,0,0,0,0,0,0,0,0
1955,2,10N,110E,0,0,0,0,0,0,0,0
1955,2,10N,130E,0,0,0,0,0,0,0,0
1955,2,10N,140E,0,0,0,0,0,0,0,0
1955,2,10N,150E,0,0,0,0,0,0,0,0
1955,2,10N,165E,0,0,0,0,0,0,0,0
1955,2,10N,165W,0,0,0,0,0,0,0,0
1955,2,10N,170E,0,0,0,0,0,0,0,0
1955,2,10N,170W,0,0,0,0,0,0,0,0
1955,2,10N,175E,0,0,0,0,0,0,0,0
1955,2,10N,175W,1.06,9.483,314.629,4.159,1.354,16.191,0.852,0.694
1955,2,10N,180W,1.136,15.73,238.296,4.005,0.372,28.524,0.426,0.201
1955,2,10S,145E,0,0,0,0,0,0,0,0
1955,2,10S,150E,0,0,0,0,0,0,0,0
1955,2,10S,155E,0,0,0,0,0,0,0,0
1955,2,10S,160E,0,0,0,0,0,0,0,0
1955,2,10S,165E,0,0,0,0,0,0,0,0
1955,2,15N,130E,0,0,0,0,0,0,0,0
1955,2,15N,145E,0,0,0,0,0,0,0,0
1955,2,15S,145E,0,0,0,0,0,0,0,0
1955,2,15S,145W,0,0,0,0,0,0,0,0
1955,2,15S,150E,0,0,0,0,0,0,0,0
1955,2,15S,150W,0,0,0,0,0,0,0,0
1955,2,15S,155E,0,0,0,0,0,0,0,0
1955,2,15S,160E,39.719,58.992,6.394,0.154,0.643,30.452,1.421,0.457
1955,2,15S,160W,0,0,0,0,0,0,0,0
1955,2,15S,165E,67.712,130.547,11.47,0.847,2.673,57.281,0.71,2.255
1955,2,15S,170E,0,0,0,0,0,0,0,0
1955,2,15S,175E,0,0,0,0,0,0,0,0
1955,2,15S,175W,0,0,0,0,0,0,0,0
1955,2,15S,180W,0,0,0,0,0,0,0,0
1955,2,20N,120E,0,0,0,0,0,0,0,0
1955,2,20N,125E,0,0,0,0,0,0,0,0
1955,2,20N,130E,18.784,37.357,20.797,19.715,0,0.409,2.699,2.248
1955,2,20N,135E,4.565,24.602,13.843,6.777,0,0.292,1.515,1.109
1955,2,20N,140E,0,0,0,0,0,0,0,0
1955,2,20N,145E,0,0,0,0,0,0,0,0
1955,2,20N,150E,0,0,0,0,0,0,0,0
1955,2,20N,165E,0,0,0,0,0,0,0,0
1955,2,20S,150E,0,0,0,0,0,0,0,0
1955,2,20S,155E,0,0,0,0,0,0,0,0
1955,2,20S,155W,0,0,0,0,0,0,0,0
1955,2,20S,165E,31.311,89.83,3.955,0,0.948,23.848,0.474,1.314
1955,2,20S,170W,0,0,0,0,0,0,0,0
1955,2,20S,175E,38.849,194.529,4.482,0.462,0.88,52.956,0.284,1.515
1955,2,20S,175W,0,0,0,0,0,0,0,0
1955,2,20S,180W,0,0,0,0,0,0,0,0
1955,2,25N,120E,0,0,0,0,0,0,0,0
1955,2,25N,125E,0,0,0,0,0,0,0,0
1955,2,25N,130E,136.675,21.099,53.823,63.764,0,0.701,10.37,0.022
1955,2,25N,135E,855.762,37.758,229.858,121.984,0.135,2.747,57.862,1.606
1955,2,25N,140E,111.197,2.72,16.282,15.633,0,0.234,4.593,0.308
1955,2,25N,145E,110.905,0.411,8.668,5.776,0,0.117,4.214,0.089
1955,2,25N,150E,239.677,0.64,11.536,44.05,0,0.585,22.16,0.338
1955,2,25N,155E,48.976,0.503,2.439,3.851,0,0,1.799,0.076
1955,2,25N,155W,0,0,0,0,0,0,0,0
1955,2,25N,160E,0,0,0,0,0,0,0,0
1955,2,25N,160W,0.138,0.779,112.259,1.463,0,0.117,2.841,0.033
1955,2,25N,165E,0,0,0,0,0,0,0,0
1955,2,25N,165W,0,0,0,0,0,0,0,0
1955,2,25N,170E,0,0,0,0,0,0,0,0
1955,2,25N,170W,0,0,0,0,0,0,0,0
1955,2,25N,175E,0,0,0,0,0,0,0,0
1955,2,25N,175W,0,0,0,0,0,0,0,0
1955,2,25N,180W,0,0,0,0,0,0,0,0
1955,2,30N,130E,29.418,24.537,45.879,6.623,0,0,3.362,0
1955,2,30N,135E,156.332,38.881,77.355,25.567,0,0.234,11.459,2.5
1955,2,30N,140E,1014.262,58.386,496.565,88.562,0,0.643,330.503,4.517
1955,2,30N,145E,341.625,2.514,30.059,9.395,0,0.175,10.512,0.277
1955,2,30N,150E,101.808,0.995,29.4,8.856,0,0.117,66.858,0.192
1955,2,30N,155E,311.53,0.442,98.021,26.722,0,0.175,177.515,1.303
1955,2,30N,155W,0,0,0,0,0,0,0,0
1955,2,30N,160E,494.68,0.447,122.971,21.409,0,0.409,110.041,0.457
1955,2,30N,160W,0.489,0.376,220.629,3.08,0,0.175,13.116,0
1955,2,30N,165E,194.157,0.82,109.82,31.112,0,0.175,468.954,0.23
1955,2,30N,165W,0,0,0,0,0,0,0,0
1955,2,30N,170E,106.422,1.342,44.693,14.401,0.068,0.292,184.902,0.52
1955,2,30N,170W,0,0,0,0,0,0,0,0
1955,2,30N,175E,116.805,0.82,77.685,17.635,0,0.175,225.623,14.225
1955,2,30N,175W,0,0,0,0,0,0,0,0
1955,2,30N,180W,0,0,0,0,0,0,0,0
1955,2,35N,140E,0,0,0,0,0,0,0,0
1955,2,35N,145E,0,0,0,0,0,0,0,0
1955,2,35N,150E,0,0,0,0,0,0,0,0
1955,2,35N,160E,0,0,0,0,0,0,0,0
1955,2,35N,170E,0,0,0,0,0,0,0,0
1955,3,00N,125E,0,0,0,0,0,0,0,0
1955,3,00N,130E,0,0,0,0,0,0,0,0
1955,3,00N,135E,0.063,94.531,19.314,0,0.643,26.478,0.805,1.834
1955,3,00N,140E,0.134,82.828,21.72,0.231,0.44,31.212,0.474,2.184
1955,3,00N,145E,0.267,152.657,36.486,0,0.44,39.571,0.331,2.174
1955,3,00N,150E,0.334,336.399,69.182,0.77,1.015,68.387,0.616,5.244
1955,3,00N,155E,0.624,146.285,34.706,0.231,0.575,51.436,0.331,2.12
1955,3,00N,160E,0.127,145.645,23.764,1.925,0.305,22.971,0.426,0.475
1955,3,00N,165E,0,0,0,0,0,0,0,0
1955,3,00N,170E,0,0,0,0,0,0,0,0
1955,3,00N,175E,0,0,0,0,0,0,0,0
1955,3,05N,125E,0,0,0,0,0,0,0,0
1955,3,05N,130E,0,0,0,0,0,0,0,0
1955,3,05N,135E,0,61.492,55.075,0.693,0.372,17.886,1.136,1.943
1955,3,05N,140E,0,0,0,0,0,0,0,0
1955,3,05N,145E,0,0,0,0,0,0,0,0
1955,3,05N,150E,1.626,91.971,81.673,4.313,0.271,73.004,0.474,1.115
1955,3,05N,155E,0.913,47.343,51.12,1.309,0.338,74.465,0.379,1.093
1955,3,05N,160E,0.848,124.31,68.423,0.924,0.237,107.782,0.379,0.883
1955,3,05N,165E,0.106,18.811,42.88,0.231,0.034,37.291,0.331,0.264
1955,3,05N,170E,0.806,15.935,91.198,0.77,0.643,55.411,0.379,0.316
1955,3,05N,170W,0,0,0,0,0,0,0,0
1955,3,05N,175E,0,0,0,0,0,0,0,0
1955,3,05N,175W,0.278,4.342,114.336,2.002,0.305,20.341,0.521,0.159
1955,3,05N,180W,0,0,0,0,0,0,0,0
1955,3,05S,140E,0,0,0,0,0,0,0,0
1955,3,05S,145E,0,0,0,0,0,0,0,0
1955,3,05S,150E,0,0,0,0,0,0,0,0
1955,3,05S,155E,0,0,0,0,0,0,0,0
1955,3,05S,160E,0,0,0,0,0,0,0,0
1955,3,05S,165E,0,0,0,0,0,0,0,0
1955,3,05S,170E,0,0,0,0,0,0,0,0
1955,3,05S,170W,0,0,0,0,0,0,0,0
1955,3,05S,175W,0,0,0,0,0,0,0,0
1955,3,10N,110E,0,0,0,0,0,0,0,0
1955,3,10N,115E,0,0,0,0,0,0,0,0
1955,3,10N,125E,0,0,0,0,0,0,0,0
1955,3,10N,130E,0,0,0,0,0,0,0,0
1955,3,10N,135E,0,0,0,0,0,0,0,0
1955,3,10N,140E,0,0,0,0,0,0,0,0
1955,3,10N,145E,0,0,0,0,0,0,0,0
1955,3,10N,165E,0,0,0,0,0,0,0,0
1955,3,10N,165W,0,0,0,0,0,0,0,0
1955,3,10N,170E,0,0,0,0,0,0,0,0
1955,3,10N,170W,0.58,5.923,310.081,10.088,0.102,24.549,0.616,0.187
1955,3,10N,175E,1.027,13.554,94.791,2.695,0.271,23.965,0.142,0.387
1955,3,10N,175W,1.565,4.499,166.972,2.31,0.406,19.055,1.089,0.143
1955,3,10N,180W,4.568,15.212,254.808,3.928,1.015,43.428,1.657,1.616
1955,3,10S,150E,0,0,0,0,0,0,0,0
1955,3,10S,170E,0,0,0,0,0,0,0,0
1955,3,15N,125E,0,0,0,0,0,0,0,0
1955,3,15N,130E,0,0,0,0,0,0,0,0
1955,3,15N,140E,0,0,0,0,0,0,0,0
1955,3,15N,145E,0,0,0,0,0,0,0,0
1955,3,15N,170W,0,0,0,0,0,0,0,0
1955,3,15S,145W,0,0,0,0,0,0,0,0
1955,3,15S,150W,0,0,0,0,0,0,0,0
1955,3,15S,175E,0,0,0,0,0,0,0,0
1955,3,15S,180W,0,0,0,0,0,0,0,0
1955,3,20N,120E,0,0,0,0,0,0,0,0
1955,3,20N,125E,0,0,0,0,0,0,0,0
1955,3,20N,130E,0,0,0,0,0,0,0,0
1955,3,20N,135E,0,0,0,0,0,0,0,0
1955,3,20N,140E,0,0,0,0,0,0,0,0
1955,3,20N,145E,3.903,29.414,34.97,8.163,0.203,2.163,1.705,1.714
1955,3,20N,150E,0,0,0,0,0,0,0,0
1955,3,20N,160E,0,0,0,0,0,0,0,0
1955,3,20N,160W,0,0,0,0,0,0,0,0
1955,3,20N,165E,0,0,0,0,0,0,0,0
1955,3,20N,175E,0,0,0,0,0,0,0,0
1955,3,20N,175W,0,0,0,0,0,0,0,0
1955,3,20S,150E,0,0,0,0,0,0,0,0
1955,3,20S,150W,0,0,0,0,0,0,0,0
1955,3,20S,155W,0,0,0,0,0,0,0,0
1955,3,20S,175E,0,0,0,0,0,0,0,0
1955,3,25N,120E,0,0,0,0,0,0,0,0
1955,3,25N,125E,6.671,16.579,8.306,26.029,3.079,0.994,2.368,8.257
1955,3,25N,130E,130.947,21.928,64.996,83.402,0,1.403,13.447,0.191
1955,3,25N,135E,120.519,4.332,24.258,48.439,0,0.468,7.387,1.927
1955,3,25N,140E,37.072,1.051,7.614,36.118,0,1.111,30.209,0
1955,3,25N,145E,17.109,0,1.582,9.01,0,0.117,16.857,0
1955,3,25N,150E,22.818,0.069,2.769,9.626,0,0.234,23.486,0
1955,3,25N,155E,0,0,0,0,0,0,0,0
1955,3,25N,155W,0,0,0,0,0,0,0,0
1955,3,25N,160E,47.141,0,24.588,33.345,0,0.175,203.274,0
1955,3,25N,160W,0,0,0,0,0,0,0,0
1955,3,25N,165E,7.378,0,2.67,3.696,0,0,34.045,0
1955,3,25N,165W,0,0,0,0,0,0,0,0
1955,3,25N,170E,0,0,0,0,0,0,0,0
1955,3,25N,170W,0,0,0,0,0,0,0,0
1955,3,25N,175E,0,0,0,0,0,0,0,0
1955,3,25N,175W,0,0,0,0,0,0,0,0
1955,3,25N,180W,0,0,0,0,0,0,0,0
1955,3,30N,130E,92.327,40.027,82.464,31.651,0,0.701,9.849,0.158
1955,3,30N,135E,396.503,74.54,129.464,55.216,0,0.76,28.836,2.273
1955,3,30N,140E,702.55,18.569,284.669,62.532,0,0.935,211.512,7.599
1955,3,30N,145E,713.077,0.553,66.446,26.568,0.068,1.461,116.292,2.485
1955,3,30N,150E,33.477,0,29.499,19.484,0,0.292,158.528,0.022
1955,3,30N,155E,105.458,2.1,105.634,6.777,0,0.117,118.186,0.959
1955,3,30N,155W,0,0,0,0,0,0,0,0
1955,3,30N,160E,207.434,0.075,45.517,19.098,0,0.175,327.615,0.094
1955,3,30N,160W,0,0,0,0,0,0,0,0
1955,3,30N,165E,87.717,0.261,61.568,12.091,0,0,428.66,0.053
1955,3,30N,165W,0,0,0,0,0,0,0,0
1955,3,30N,170E,133.637,5.556,35.398,8.009,0,0.292,74.387,0.125
1955,3,30N,170W,0,0,0,0,0,0,0,0
1955,3,30N,175E,36.842,0,31.872,0.616,0,0,60.561,1.775
1955,3,30N,175W,0,0,0,0,0,0,0,0
1955,3,35N,140E,1.993,0,1.912,0,0,0,4.167,0.179
1955,3,35N,145E,0,0,0,0,0,0,0,0
1955,3,35N,155E,0,0,0,0,0,0,0,0
1955,4,00N,125E,0,0,0,0,0,0,0,0
1955,4,00N,135E,0,0,0,0,0,0,0,0
1955,4,00N,140E,0,0,0,0,0,0,0,0
1955,4,00N,145E,9.29,157.971,52.372,0,6.159,42.61,0.568,2.081
1955,4,00N,150E,9.267,175.171,82.662,0,0.711,54.008,0.71,3.25
1955,4,00N,155E,1.114,130.314,36.288,0,0.237,34.719,0.331,1.214
1955,4,00N,160E,0,0,0,0,0,0,0,0
1955,4,00N,165E,0,0,0,0,0,0,0,0
1955,4,00N,170E,0,0,0,0,0,0,0,0
1955,4,00N,170W,0,0,0,0,0,0,0,0
1955,4,00N,175E,0,0,0,0,0,0,0,0
1955,4,00N,175W,0,0,0,0,0,0,0,0
1955,4,00N,180W,0,0,0,0,0,0,0,0
1955,4,05N,105E,0,0,0,0,0,0,0,0
1955,4,05N,110E,0,0,0,0,0,0,0,0
1955,4,05N,125E,0,0,0,0,0,0,0,0
1955,4,05N,130E,0,0,0,0,0,0,0,0
1955,4,05N,135E,0,0,0,0,0,0,0,0
1955,4,05N,140E,0.156,176.514,77.553,0,0.744,55.469,0.852,3.152
1955,4,05N,145E,0,0,0,0,0,0,0,0
1955,4,05N,150E,0.891,106.743,59.821,0,0.44,69.848,0.331,2.087
1955,4,05N,155E,0,0,0,0,0,0,0,0
1955,4,05N,160E,0.658,65.794,94.56,0,0.068,106.671,0.379,1.379
1955,4,05N,165E,0,0,0,0,0,0,0,0
1955,4,05N,170E,1.294,23.301,56.163,0.385,0.237,65.99,0.616,0.421
1955,4,05N,170W,0,0,0,0,0,0,0,0
1955,4,05N,175E,0,0,0,0,0,0,0,0
1955,4,05N,175W,0,0,0,0,0,0,0,0
1955,4,05N,180W,0,0,0,0,0,0,0,0
1955,4,05S,140E,0,0,0,0,0,0,0,0
1955,4,05S,145E,0,0,0,0,0,0,0,0
1955,4,05S,150E,0,0,0,0,0,0,0,0
1955,4,05S,155E,0,0,0,0,0,0,0,0
1955,4,05S,160E,0,0,0,0,0,0,0,0
1955,4,05S,165E,0,0,0,0,0,0,0,0
1955,4,05S,170E,16.364,130.685,13.843,0.385,1.252,44.013,0,0.528
1955,4,05S,170W,0,0,0,0,0,0,0,0
1955,4,05S,175E,0,0,0,0,0,0,0,0
1955,4,05S,175W,10.066,145.012,10.481,0.539,1.827,35.245,0.947,0.64
1955,4,05S,180W,0,0,0,0,0,0,0,0
1955,4,10N,110E,0,59.81,49.175,5.776,0.744,3.039,2.699,0.207
1955,4,10N,115E,0,0,0,0,0,0,0,0
1955,4,10N,125E,0,0,0,0,0,0,0,0
1955,4,10N,135E,0,0,0,0,0,0,0,0
1955,4,10N,140E,0,0,0,0,0,0,0,0
1955,4,10N,165E,0,0,0,0,0,0,0,0
1955,4,10N,165W,0,0,0,0,0,0,0,0
1955,4,10N,170E,0,0,0,0,0,0,0,0
1955,4,10N,170W,0,0,0,0,0,0,0,0
1955,4,10N,175E,0.046,26.462,105.404,0.616,0.102,37.466,0.474,0.344
1955,4,10N,175W,0,0,0,0,0,0,0,0
1955,4,10N,180W,0.227,11.652,120.005,2.079,0.44,37.35,0.616,0.58
1955,4,10S,145W,0,0,0,0,0,0,0,0
1955,4,10S,160E,0,0,0,0,0,0,0,0
1955,4,10S,175E,0,0,0,0,0,0,0,0
